assessment_item_id,axis_name,assessment_completion_dt,assessment_version,entity_type,entity_name,entity_id,component_identifier,item_identifier,score_text,score_value,assessment_comment,confidentiality_justification,confidentiality_status
7876,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F1,A,"Estágio avançado",1,"No PPA é previsto um programa Específico 1460- Programa Ecossistema de Inivação Ambiental e Adaptação Climática, com orçamento em 2024: R$ 10.521.086,24 e 2025: R$ 10.856.375,97.
O Programa 1459 - Regularização, controle e monitoramento ambiental, prevê  o orçamento de 2024: R$ 11.157.652,57 - 2025: R$ 11.513.228,62 e tem como objetivo Desenvolver de forma ampla o monitoramento ambiental do estado do Acre (cobertura 
florestal, hidrometeorológico, queimadas, qualidade do ar e a dinâmica de uso e ocupação do solo).
Há também o programa Infraestrutura e mobilidade Urbana que prevê o orçamento de 2024: R$ 246.234.833,46 - 2025: R$ 254.081.932,93 e tem como OBJETIVO ESPECÍFICO 5: Implantação e Urbanização de Parques e OBJETIVO ESPECÍFICO 6:Preservação das Encostas de Rios e Igarapés
Programa 1453 - Saneia Acre, com objetivo de Ampliar a oferta de rede de distribuição de água potável e da rede coletora e de tratamento de esgoto em 
todos municípios do Estado. Orçamento previsto: 2024: R$ 62.277.884,85 - 2025: R$ 64.262.578,69",,P
7881,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F1,B,"Estágio intermediário",0.666,"No PPA é possível identificar programas com nomes relacionados ao clima, mas não um sistema de classificação em seu orçamento (Programa 1460 - Ecossistema de Inivação Ambiental e Adaptação Climática, em outros programas).  
Já na LOA 2025 pode-se identificar, mensurar e classificar gastos direcionados para ações climáticas, como por exemplo no Anexo 7 - Lei 2030: Código: 18.541.1460. Especificação: ECOSSISTEMA DE INOVAÇÃO AMBIENTAl e Adaptação Climática. Projetos: 15.225.268,48; Atividades:  7.250.000,00 Total: 22.475.268,48. 
Não foi possivel encontrar ações que possam contribuir negativamente para os objetivos climáticos.
Porém a LOA 2025,",,P
7884,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F1,C,"Sem progresso",,"Em algumas licitações no Acre, documentos como o DOF e o licenciamento de operação são exigidos para comprovar a origem e legalidade de produtos florestais. Embora não haja menção específica a um ""selo verde"" do Acre, o estado tem algumas poucas ações de sustentabilidade, como o Prêmio Socioambiental Chico Mendes. Porém, não foi possível constatar que esta seja uma pratica institucionalizada do Estado em sua rotina de contratações e compras.",,P
7967,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F1,D,"Estágio intermediário",0.666,"O portal de transparencia apresenta os dados orçamentários da gestão ambiental como um todo, não sendo possível discriminar os gastos em programas específicos. 
O acesso é feito pelo endereço www.acreppp.org, onde é possível encontrar de forma precisa indicadores de desmatamento - que registrou uma redução de 66% no período de 12 anos; aumento da produção da castanha - hoje um dos maiores produtores do Brasil; aumento de 300% na produção de açaí nos últimos 4 anos, e outros. O portal de Transparencias atende parcialmente os critérios do item, mostrando-se uma ferramenta fraca.",,P
7968,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F2,A,"Estágio intermediário",0.666,"Governo do Acre alinha políticas públicas ambientais que serão executadas em parceria com governo federal e municípios.
O Acre aderiu ao projeto Floresta+ Amazônia, do Ministério de Meio Ambiente (MMA), e já deu início ao processo de adesão para que produtores rurais possam ser remunerados por manterem suas florestas em pé para além do exigido por lei.
O Governo do Acre tem estabelecido diversas parcerias com o governo federal para fortalecer políticas ambientais no estado, com foco na preservação da Amazônia e no combate ao desmatamento. Essas parcerias envolvem ações de regularização ambiental, restauração florestal, bioeconomia e enfrentamento aos efeitos das mudanças climáticas.
O Fundo Brasil-ONU é uma parceria estratégica entre o Consórcio da Amazônia Legal (CAL), a ONU Brasil e o governo federal, com o objetivo de apoiar a implementação de soluções sustentáveis e inclusivas para os desafios da Amazônia. O Acre foi contemplado pelo Fundo Brasil-ONU para a Amazônia. São mais de R$ 15 milhões que serão  investidos no fortalecimento da governança ambiental, na restauração florestal, segurança hídrica e na bioeconomia.
Não foi possível encontrar um mapeamento sistemático oportunidades de adesão.",,P
7970,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F2,B,"Estágio avançado",1,"O Acre tem se destacado na adesão e implementação de programas e políticas federais relacionadas ao clima, com foco na redução do desmatamento, promoção da sustentabilidade e adaptação às mudanças climáticas. O estado tem recebido investimentos significativos do governo federal e parcerias internacionais para projetos ambientais, incluindo programas como REDD+ e a recuperação de áreas degradadas. 
O governo do Acre, por meio da Secretaria de Estado de Meio Ambiente (Sema), tem trabalhado para alinhar políticas públicas ambientais com o governo federal e os municípios.
O Programa REM e o Projeto Rumo ao Desmatamento Ilegal Zero com o Fundo Amazônia reafirmam a posição de vanguarda do Acre na proteção do meio ambiente. Juntas, essas iniciativas possibilitarão ao governo estadual empregar mais de R$ 138 milhões, no próximo ano, em ações de fortalecimento das políticas de sustentabilidade florestal e combate ao desmatamento ilegal.",,P
7987,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F2,C,"Estágio intermediário",0.666,"O governo do Acre, em colaboração com o governo federal, realiza o monitoramento da execução físico-financeira das políticas ambientais no estado. O governo do Acre tem parceria com o Ministério do Meio Ambiente (MMA) e municípios para o desenvolvimento de políticas públicas ambientais. 
Projetos como o ""Pagamento por Serviços Ambientais (PSA) Agricultor"" e o ""Floresta+ Amazônia"" são exemplos de iniciativas conjuntas. 
O estado também busca recursos de outras fontes, como o Fundo Amazônia, para financiar projetos de conservação ambiental. As ações de mobilização de investimentos são monitoradas com regularidade e as informações disponibilizadas e encontradas atendem parcialmente os atributos 2 e 3.
Os recursos do Programa REM ACre Fase II podem ser acompanhadas na página eletrônica do programa e são atualizadas e de fácil compreensão.",,P
7562,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F3,A,"Estágio inicial",0.333,"Acre capta mais de U$ 300 milhões para investimentos
Na Conferência das Nações Unidas sobre as Mudanças Climáticas (COP27), no Egito, o Estado do Acre prospectou mais de U$ 300 milhões que irão garantir investimentos em políticas de sustentabilidade para os próximos 4 anos. Com a U.S. Agency for International Development (Usaid), estão previstos mais de U$ 250 mil para desenvolvimento de projetos voltados para a sustentabilidade e o reflorestamento, para o fortalecimento de cadeias produtivas locais e melhoria da qualidade de vida daqueles que vivem na floresta.
 parceria foi firmada com a Noruega para captação de U$ 8 milhões destinados à recuperação de áreas degradadas, melhoramento do uso do solo, a diversificação da produção, a melhoria da geração de renda e dos serviços ambientais e ecossistêmicos. Já o fundo canadense se dispôs a investir U$ 30 milhões para ações voltadas para a bioeconomia.

A Mercuria Trading S.A., uma empresa privada suíça, se propôs a contribuir com as políticas de comando e controle do desmatamento e incêndios florestais, a fim de viabilizar a captação mais de U$ 2 milhões. O programa REM, financiado pelos governos alemão (Banco KfW) e inglês (Beis), disponibilizará mais de U$ 13 milhões para o Acre.
transparência e preparação da população.",,P
7583,Financiamento,2025-09-12T15:28:55.628Z,"Versão de Avaliação 2025",Estado,Acre,12,F3,B,"Sem progresso",,"Não foram encontradas as ações de mobilização de investimento privado que sejam monitoradas regularmente e que a informação seja disponibilizada de forma a atender totalmente aos atributos de transparência, acessibilidade e usabilidade
Não foram localizadas evidências que demonstrem a existência de tal sistema de monitoramento e transparencia para o investimento privado.",,P
9925,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F1,A,"Estágio avançado",1,"O PPA do Estado de Alagoas inclui o enfrentamento das mudanças climáticas como uma das suas diretrizes, alocando recursos em seus orçamentos anuais para ações ou iniciativas direcionadas ao enfrentamento da mudança do clima e seus impactos.

Dentre as ações, pode-se citar:
1 - OPERAR, MANTER E AMPLIAR A REDE DE ESTAÇÕES METEOROLÓGICAS, HIDROLÓGICAS E PLUVIOMÉTRICAS DO SISTEMA DE MONITORAMENTO DE DESASTRES NATURAIS NO ESTADO DE ALAGOAS.
2 - CONSTRUIR BARRAGENS E REALIZAR AÇÕES DE PREVENÇÕES DE DESASTRES AMBIENTAIS NAS BACIAS HIDROGRÁFICAS.
3 - CONSCIENTIZAR A POPULAÇÃO E DISSERMINAR INFORMAÇÕES SOBRE A IMPORTÂNCIA DE SE PRESERVAR O MEIO AMBIENTE.
4 - IMPLANTAR E PROMOVER A POLÍTICA DE EDUCAÇÃO AMBIENTAL NO ESTADO, GARANTINDO A CONSERVAÇÃO E A MANUTENÇÃO DA BIODIVERSIDADE, PROMOVENDO A CONSERVAÇÃO DOS SOLOS, A PRODUÇÃO AGRÍCOLA, A BIODIVERSIDADE E A CONVIVÊNCIA SUSTENTAVÉL COM A SEMIARIDEZ EM REGIÕES SUSCETÍVEIS À DESERTIFICAÇÃO, E PROMOVENDO DIRETRIZES GERAIS DE DISCIPLINAMENTO DE USO E OCUPAÇÃO NATURAL E ECONÔNICA DA ZONA COSTEIRA.
5 - ELABORAR O PLANO DE AÇÃO CLIMÁTICA, OBJETIVANDO CRIAR ESTRATÉGIAS VOLTADAS ÀS MUDANÇAS CLIMÁTICAS.
6 - MANTER A SALA DE ALERTA E O SISTEMA DE ALERTA CLIMÁTICO DE ALAGOAS.",,P
9961,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F1,B,"Sem progresso",,"Conforme resposta do jurisdicionado ao RI, bem como após analisar o QDD 2024 e 2025, verifica-se que não há uma metodologia para identificar, mensurar e classificar os gastos direcionados a ações climáticas no orçamento. Os códigos ou rubricas são variados, não diferenciando os gastos diretos em ações climáticas de outros tipos de despesa administrativas ou setorial. Desse modo, não é possível o atendimento aos critérios de 1 a 4 da metodologia do Painel ClimaBrasil.",,P
9926,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F1,C,"Estágio intermediário",0.666,"A Lei nº 9.304/2024 estabelece como objetivos a redução das emissões de GEE e a promoção de ações de adaptação às mudanças climáticas, incluindo:

1. Implementação de ações de prevenção e adaptação às alterações produzidas pelos impactos das mudanças climáticas, visando proteger principalmente os estratos mais vulneráveis da população.

2. Promoção de compras e contratações sustentáveis pelo Poder Público, com base em critérios de sustentabilidade, em particular com vistas ao equilíbrio climático.

Neste mesmo sentido, o Estado de Alagoas tem investido na capacitação técnica para viabilizar a inclusão de critérios de sustentabilidade nas compras públicas. Destaca-se a exigência de Declaração de Sustentabilidade nos editais, conforme a lei 14.133/21; Adoção do Guia Nacional de Contratações Sustentáveis (AGU) como referência técnica; Programa AdaptaCidades, que: Oferece capacitação técnica; Fornece informações sobre riscos climáticos; Oferece suporte na elaboração de planos de adaptação.

Por fim, o Selo Alagoas pelo Clima reconhece publicamente as organizações que realizam e registram seus inventários de emissões de GEE, promovendo a adoção de boas práticas e a descarbonização de seus processos.

Em relação aos critérios relacionados à redução de GEE e adaptação às mudanças climáticas nas compras públicas estaduais, há indicativos de ações concretas como a aquisição de Aquisição de Arla 32 para frota a diesel, a fim de reduzir emissões de óxidos de nitrogênio (NOx).",,P
9962,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F1,D,"Sem progresso",,"Não há marcador climático no orçamento. Desse modo, este item fica prejudicado.
Ademais, as evidências apresentadas pelo ente jurisdicionado, bem como as pesquisas efetuadas pela Equipe de Auditoria em sites oficiais, não foram adequadas e suficientes para comprovar o atendimento aos critérios do item, conforme a Metodologia do Painel ClimaBrasil.",,P
9927,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F2,A,"Estágio inicial",0.333,"AdaptaCidades: Adesão formalizada, com previsão de apoio técnico a municípios, mas sem publicação de plano de ação estadual;

Plano ABC+ Alagoas: Lançado, porém ainda em fase inicial de execução (sem metas monitoradas publicamente);

No entanto, não há registro público de um mapeamento sistemático ou documento estadual que organize de forma integrada todas as oportunidades de financiamento climático, sejam federais, multilaterais (como GCF, BID, BNDES Fundo Clima) ou por meio de políticas setoriais.

Quanto a capacidade operacional, algumas ações são descentralizadas em diferentes secretarias/órgãos (Meio Ambiente, Infraestrutura, Agricultura, IMA), levando a atuações isoladas, o que dificulta a integração das informações geradas pelos diferentes atores.",,P
9963,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F2,B,"Sem progresso",,"Conforme respostas fornecidas pelo jurisdicionado ao RI, na página 30: ""Há iniciativas de apresentação de projetos em Brasília e captação de recursos (ex.: ações conjuntas com SERFI para transição energética e projetos estruturantes)"".
Não foram fornecidos mapeamentos ou informações adicionais sobre os projetos/oportunidades de financiamento atualmente buscados/identificados pelo governo de Alagoas, sendo evidenciado apenas que havia iniciativas a serem apresentadas, mas nada concretizado até a presente avaliação.",,P
9964,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F2,C,"Sem progresso",,"Não foram identificadas/fornecidas evidências de que há ações para a captação de recursos para execução de ações de política climática monitoradas de modo contínuo e/ou regular (ao menos uma vez).
Não foram identificados/fornecidas evidências de que há sistemas, relatórios, websites ou outras ferramentas ou plataformas específicas (mecanismos) que apresentem dados sobre a captação de recursos para execução de ações de política climática de modo contínuo, com dados atualizados e disponíveis para pesquisa e auditoria (transparência ativa).",,P
9928,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F3,A,"Estágio avançado",1,"As evidências demonstram a existência de pelo menos dois mecanismos operacionais:
1. O Programa Cresce Alagoas, que oferece incentivos tributários.
2. O Programa Estadual de Pagamento por Serviços Ambientais (PROPSA), com editais lançados e em fase de pagamento.

Assim, há evidências de que o ente mobilizou recursos privados em ações que contribuem para o alcance dos objetivos climáticos (nos exercícios de 2024-2025). A EXIGEN 1, biorrefinaria pioneira de biocombustíveis sustentáveis avançados do Brasil, fruto de uma aliança estratégica entre GranBio, Usina Caeté, Usina Santo Antônio e Impacto Bioenergia, é responsável por atrair investimentos da ordem de R$ 1,5 bilhão até 2028.",,P
9929,Financiamento,2025-10-21T19:11:54.453Z,"Versão de Avaliação 2025",Estado,Alagoas,27,F3,B,"Sem progresso",,"Não foram fornecidas evidências de atendimento a este critério pelo ente jurisdicionado. 
Também não ficou evidenciado se há ações para a mobilização de recursos privados para financiamento climático e, em havendo, se são monitoradas de modo contínuo e regular (ao menos uma vez ao ano) pelo Estado.",,P
6665,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F1,A,"Estágio intermediário",0.666,"O PPA 2024-2027 e a LOA 2025 preveem programas e ações alinhados ao ODS 13, como ""Governança Ambiental Sustentável"" e ""Tesouro Verde"", com dotações específicas para políticas de clima e serviços ambientais. Contudo, os valores são reduzidos frente ao orçamento total, concentram-se na área ambiental e não há Plano Estadual de Mudanças Climáticas plenamente integrado.",,P
6666,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F1,B,"Sem progresso",,"O Estado do Amapá não possui mecanismos formais para identificar e rastrear despesas orçamentárias, diretas ou indiretas, relacionadas a ações de mitigação/adaptação ou prejudiciais aos objetivos climáticos. As dotações existentes no PPA e LOA não estão classificadas como ""gasto climático"" nem integradas a sistema de monitoramento específico e tampouco foi demonstrado pela SEMA/AP em resposta oficial.",,P
6668,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F1,C,"Estágio inicial",0.333,"Embora o Estado do Amapá possua o Manual Prático de Contratações Sustentáveis e base legal que prevê a adoção de critérios ambientais e climáticos, não há evidências consolidadas de aplicação sistemática e monitorada desses critérios nos processos licitatórios. As iniciativas identificadas concentram-se em orientações gerais e exemplos, mas sem comprovação de que sejam incorporadas de forma rotineira nos editais, contratos e licitações.",,P
6687,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F1,D,"Estágio inicial",0.333,"O Estado do Amapá disponibiliza receitas e despesas em formato aberto (CSV), com dados detalhados e atualizados, atendendo à transparência ativa. Contudo, não há categorização específica para gastos climáticos ou contratações emergenciais, nem linguagem simplificada ou metadados que facilitem a compreensão pelo cidadão,",,P
6689,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F2,A,"Estágio intermediário",0.666,"O Estado do Amapá demonstra capacidade de adesão a instrumentos e programas vinculados a planos climáticos e setoriais nacionais por meio da participação em iniciativas como o Programa de Consolidação do Pacto Nacional pela Gestão das Águas - Progestão e o Plano de Prevenção e Controle do Desmatamento na Amazônia Legal - PPCDAM. Devido à adesão comprovada e à implementação de medidas efetivas, mas com possibilidade de evolução para avançado mediante maior integração intersetorial e monitoramento ampliado.",,P
6692,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F2,B,"Estágio intermediário",0.666,"Há evidências de execução local com participação da SEMA e parceiros técnicos, demonstrando capacidade de captar e aplicar recursos externos. Contudo, a escala ainda é limitada e concentrada em poucos programas, sem portfólio diversificado e sistemático que envolva fundos nacionais como Fundo Clima ou operações com BNDES e GCF.",,P
6695,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F2,C,"Sem progresso",,"Não foram identificadas evidências de mecanismos específicos e operacionais no Estado do Amapá para monitorar e divulgar de forma sistemática informações sobre o uso de recursos captados em financiamentos climáticos, nem sobre os resultados obtidos com sua aplicação.",,P
6696,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F3,A,"Estágio inicial",0.333,"O Estado do Amapá aprovou a Lei nº 3.152/2024, que concede isenção de IPVA para veículos elétricos e híbridos até 2026, configurando incentivo fiscal climático. Além disso, o Estado dispõe do Programa Tesouro Verde, criado para promover a valoração de ativos ambientais e atrair recursos privados destinados à conservação e ao desenvolvimento sustentável.

Entretanto, o Tesouro Verde encontra-se paralisado desde o início de 2023, sem execução orçamentária, operacionalização de projetos ou evidências de resultados concretos. Dessa forma, embora haja mecanismos instituídos, a ausência de implementação prática",,P
6698,Financiamento,2025-10-08T16:23:56.56Z,"Versão de Avaliação 2025",Estado,Amapá,16,F3,B,"Sem progresso",,"Não foram identificadas evidências de que o Estado do Amapá possua mecanismos para monitorar a mobilização de financiamento climático privado ou para divulgar de forma sistemática os resultados obtidos com esses recursos. Não há registros públicos de relatórios, indicadores ou sistemas de acompanhamento específicos sobre investimentos privados em ações de mitigação ou adaptação.",,P
1887,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F1,A,"Sem progresso",,"Apesar de constar no Orçamento de 2025, a ação ""Serviços Ambientais, Adaptação e Mitigação às Mudanças do Clima"", o valor orçamentário alocado é de apenas R$ 1.054,00""",,P
1893,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F1,B,"Estágio inicial",0.333,"A estrutura apresentada no PPA possibilita apenas, identificar, mensurar e classificar os gastos direcionados a ações climaticas no orçamento.
Não é possível diferenciar recursos diretors ou outros tipos de despesas administrativas setoriais, bem como recursos indiretos que contribuam para os objetivos climáticos.",,P
9366,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F1,C,"Estágio inicial",0.333,"O Estado adota em seus processos licitatórios, critérios de sustentabilidade.",,P
9355,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F1,D,"Sem progresso",,"Não existem sistemas, relatórios ou websites que possibilitem a consulta a dados sobre o orçamento climático.",,P
9357,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F2,A,"Estágio intermediário",0.666,"O Estado desenvolve ações relevantes no combate ao desmatamento, por meio do PPCDQ-AM",,P
9358,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F2,B,"Estágio intermediário",0.666,"O Estado tem mapeadas fontes de recursos e utiliza vários instrumentos, por meio de projetos elaborados por seus técnicos, para acessá-los.",,P
9451,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F2,C,"Estágio inicial",0.333,"Atende ao atributo 1 e parcialmente aos itens 1 e 2.",,P
9381,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F3,A,"Sem progresso",,"Não há ações nesse sentido.",,P
9382,Financiamento,2025-09-15T16:12:16.853Z,"Versão de Avaliação 2025",Estado,Amazonas,13,F3,B,"Sem progresso",,"Não há ações nesse sentido.",,P
1903,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F1,A,"Estágio intermediário",0.666,"O PPA vigente (2024 - 2027) prevê a execução do Programa Meio Ambiente e Mudança do Clima, que, dentre outros, objetiva a implementação de ações de adaptação e mitigação das mudanças climáticas. Dentre as iniciativas previstas estão: implementar a Política Estadual de Mudança do Clima; realizar ações de prevenção e combate a incêndios florestais e implementar o Programa Estadual de Pagamento por Serviços Ambientais. Ademais, existem ações em outros programas que possuem relação ao tema mudanças climáticas, tais como elaborar estudos, planos e projetos na área de drenagem e manejo das águas pluviais urbanas e realizar intervenções na área de resíduos sólidos (Programa Universalização do Saneamento Básico), promover ações de prevenção e resposta aos desastres (Programa Bahia Mais Segura) e promover ações de mitigação dos efeitos das mudanças climáticas na produção agrícola (Programa Cultive Conhecimento). Verificou-se a alocação de recursos em ações integrantes do Programa Meio Ambiente e Mudança do Clima e outras ações orçamentárias que possuem ligação ao tema, ressaltando-se que em algumas delas não houve execução financeira (2024 e 2025), tal como a Ação 4093 (Promoção do Fórum Estadual de Mudança Climática). Não foi possível verificar se as ações previstas no PPA estão alinhadas com metas/objetivos da Política Estadual de Mudan",,P
1890,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F1,B,"Estágio inicial",0.333,"Na LOA 2025, há ações de mitigação dos efeitos das mudanças climáticas: Implementar o plano Agricultura de Baixo Carbono ABC+Bahia (SDR); Fortalecer processos formativos em Meio Ambiente, Recursos Hídricos e Mudanças Climáticas (SEMA); Potencializar a educação ambiental de forma transversal e continuada- Realização de Ação de Educação Ambiental do Meio Ambiente, Recursos Hídricos e Mudanças Climáticas (SEMA); Realizar ações de prevenção e combate a incêndios florestais(SEMA). A classificação destas despesas seguem a metodologia adotada para todos os outros Programas setoriais, não existindo códigos ou rubricas específicas que diferenciem os gastos diretos ou indiretos relacionados com a Ação Climática.",,P
1892,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F1,C,"Estágio inicial",0.333,"A Auditoria identificou normativos que estabelecem critérios de sustentabilidade nas contratações públicas estaduais, não havendo, especificamente, critérios relacionados à redução de GEE e adaptação à mudança do clima. O Estado sancionou sua nova Lei de Licitações e Contratos (Lei 14.634/2023), alinhando-se a Lei Federal 14.133/2021, estabelecendo o desenvolvimento sustentável como um dos seus princípios. Identificou-se o Decreto Estadual nº 14.692/2013, que instituiu o Programa Est. de Compras Públicas sustentáveis e o Decreto nº 22.598/2024, que trata da elaboração dos ETP's para aquisição de bens e contratação de serviços pelos órgãos e entidades da Adm. Pública direta, autárquica e fundacional do Executivo baiano, determinando, em seu Art. 6º, que dentre os elementos obrigatórios no ETP deverá estar presente ""descrição de possíveis impactos ambientais e respectivas medidas mitigadoras, incluídos requisitos de baixo consumo de energia e de outros recursos, bem como logística reversa para desfazimento e reciclagem de bens e refugos, quando aplicável"". Verificou-se, ainda, a Instrução Normativa SAEB nº 015/2014, que orienta sobre sustentabilidade ambiental na aquisição de bens e contratações de serviços de Tecnologia da Informação e Comunicação e a Instrução Normativa SAEB 003/2024, que orienta os órgãos e entidades do Executivo Estadual quanto à elaboração dos ETPs, prevendo, em anexo único, , modelo padronizado que expressamente exige a avaliação de impactos ambientais.",,P
1894,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F1,D,"Estágio inicial",0.333,"Não existe, nos sites dos órgãos ambientais estaduais, uma transparência específica acerca das ações e gastos dentro da Política Estadual de Mudança do Clima (ou outras políticas estaduais ambientais). O que existe, no âmbito estadual, é o Portal da Transparência do Estado da Bahia (www.transparencia.ba.gov.br ), que oferece à sociedade uma consulta detalhada das despesas executadas pelo Poder Público, por ação orçamentária, inclusive aquelas vinculadas diretamente à política climática, a exemplo da Ação 3070 - Elaboração de Estudo de Mudança do Clima. Tal ferramenta digital oficial possibilita a pesquisa dos gastos ocorridos em programas estaduais, o que inclui as políticas públicas ambientais.",,P
1921,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F2,A,"Estágio inicial",0.333,"A Auditoria identificou programas e iniciativas da União destinados a mitigação e adaptação às mudanças climáticas. Dentre os principais, destacam-se a Política Nacional sobre Mudança do Clima, o Plano Clima, o Fundo Clima, o Plano de Ação Brasileiro de Combate à Desertificação e Mitigação dos Efeitos da Seca; e programas como Cidades Modelo Verdes Resilientes e  AdaptaCidades. Ademais, verificou-se a existência de três Programas na área de recursos hídricos, financiados pela ANA. Conforme informado pela SEMA: ""Atualmente, o Estado da Bahia não dispõe de processo formalizado para mapeamento específico de oportunidades de obtenção de recursos financeiros vinculados à adesão aos instrumentos da Política Nacional de Mudança do Clima (PNMC), previstos no artigo 7º da Lei Federal nº 12.187/2009, ou a planos estaduais correlatos"". Verificou-se que a Bahia aderiu ao Programa AdaptaCidades e ao Plano ABC+ do Ministério da Agricultura e Pecuária (plano setorial para adaptação às mudanças climáticas e redução de emissões de carbono na agropecuária, visando o desenvolvimento sustentável). Ademais, Auditoria realizada em 2021 pelo TCE/BA verificou que o Estado aderiu a Programas Federais financiados pela ANA, na área de gestão de recursos hídricos (Programas QUALIÁGUA, PROGESTÃO e PROCOMITÊS). Adicionalmente, destaca-se a recente coordenação, pela SEMA, do Projeto Raízes Resilientes, em cooperação com o Banco Nacional de Desenvolvimento Econômico e Social.",,P
6724,Financiamento,2025-09-01T20:48:19.723Z,"Versão de Avaliação 2025",Estado,Bahia,29,F2,B,"Sem progresso",,"O Estado da Bahia não dispõe de mapeamento de oportunidades de financiamento para as ações climáticas, com identificação de linhas para projetos prioritários, com um planejamento estratégico para acesso a fontes externas. Segundo informado pela SEMA: ""As articulações para obtenção de financiamentos destinados às ações climáticas são realizadas conforme a disponibilidade e as oportunidades apresentadas pelos editais e chamadas públicas. Como exemplo, destaca-se o Projeto Sertão Vivo, sob a administração da Companhia de Desenvolvimento e Ação Regional - CAR, lançado em julho de 2025, fruto de cooperação entre o Governo da Bahia, o Banco Nacional de Desenvolvimento Econômico e Social (BNDES), o Fundo Internacional de Desenvolvimento Agrícola (FIDA) e o Fundo Verde Clima.",,P
